Record ID,Email,Create Date,Lifecycle Stage,Became a Customer Date,Original Traffic Source,Original Traffic Source Drill-Down 1,Google ad click id
205930,lead205930@example.com,2025-12-22,Lead,,Social Media,instagram / social,
205931,lead205931@example.com,2025-12-22,Lead,,Email Marketing,hubspot / email,
205932,lead205932@example.com,2025-12-22,Customer,2026-01-03,Social Media,instagram / social,
205933,lead205933@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205934,lead205934@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205935,lead205935@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005977AbVxYz
205936,lead205936@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205937,lead205937@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205938,lead205938@example.com,2025-12-22,Customer,2025-12-28,Paid Search,google / cpc,Cj0KCQ42x00005978AbVxYz
205939,lead205939@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005979AbVxYz
205940,lead205940@example.com,2025-12-22,Lead,,Direct Traffic,(direct) / (none),
205941,lead205941@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005980AbVxYz
205942,lead205942@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005981AbVxYz
205943,lead205943@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205944,lead205944@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005982AbVxYz
206123,lead206123@example.com,2025-12-23,Lead,,Social Media,instagram / social,
206124,lead206124@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006214AbVxYz
206125,lead206125@example.com,2025-12-23,Lead,,Organic Search,google / organic,
206126,lead206126@example.com,2025-12-23,Lead,,Social Media,instagram / social,
206127,lead206127@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006215AbVxYz
206128,lead206128@example.com,2025-12-23,Lead,,Email Marketing,hubspot / email,
206129,lead206129@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006216AbVxYz
206130,lead206130@example.com,2025-12-23,Lead,,Organic Search,google / organic,
206131,lead206131@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006217AbVxYz
206132,lead206132@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006218AbVxYz
206133,lead206133@example.com,2025-12-23,Lead,,Direct Traffic,(direct) / (none),
206134,lead206134@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006219AbVxYz
206135,lead206135@example.com,2025-12-23,Lead,,Social Media,instagram / social,
206136,lead206136@example.com,2025-12-23,Lead,,Organic Search,google / organic,
206137,lead206137@example.com,2025-12-23,Lead,,Organic Search,google / organic,
206138,lead206138@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006220AbVxYz
206139,lead206139@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006221AbVxYz
206140,lead206140@example.com,2025-12-23,Customer,2026-01-04,Organic Search,google / organic,
206141,lead206141@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006222AbVxYz
206142,lead206142@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006223AbVxYz
206143,lead206143@example.com,2025-12-23,Lead,,Direct Traffic,(direct) / (none),
206144,lead206144@example.com,2025-12-23,Lead,,Organic Search,google / organic,
206145,lead206145@example.com,2025-12-23,Lead,,Organic Search,google / organic,
206146,lead206146@example.com,2025-12-23,Lead,,Email Marketing,hubspot / email,
206147,lead206147@example.com,2025-12-23,Lead,,Organic Search,google / organic,
206148,lead206148@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006224AbVxYz
206149,lead206149@example.com,2025-12-23,Lead,,Organic Search,google / organic,
206150,lead206150@example.com,2025-12-23,Lead,,Email Marketing,hubspot / email,
206151,lead206151@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006225AbVxYz
206152,lead206152@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006226AbVxYz
206153,lead206153@example.com,2025-12-23,Lead,,Social Media,instagram / social,
206154,lead206154@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006227AbVxYz
206155,lead206155@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006228AbVxYz
206156,lead206156@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006229AbVxYz
206157,lead206157@example.com,2025-12-23,Lead,,Email Marketing,hubspot / email,
206158,lead206158@example.com,2025-12-23,Lead,,Social Media,instagram / social,
206159,lead206159@example.com,2025-12-23,Lead,,Email Marketing,hubspot / email,
206160,lead206160@example.com,2025-12-23,Lead,,Direct Traffic,(direct) / (none),
206161,lead206161@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006230AbVxYz
206162,lead206162@example.com,2025-12-23,Lead,,Organic Search,google / organic,
206163,lead206163@example.com,2025-12-23,Lead,,Social Media,instagram / social,
206164,lead206164@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006231AbVxYz
206165,lead206165@example.com,2025-12-23,Lead,,Direct Traffic,(direct) / (none),
206166,lead206166@example.com,2025-12-23,Lead,,Email Marketing,hubspot / email,
206167,lead206167@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006232AbVxYz
206168,lead206168@example.com,2025-12-23,Lead,,Social Media,instagram / social,
206169,lead206169@example.com,2025-12-23,Lead,,Direct Traffic,(direct) / (none),
206170,lead206170@example.com,2025-12-23,Lead,,Email Marketing,hubspot / email,
206171,lead206171@example.com,2025-12-23,Lead,,Social Media,instagram / social,
206172,lead206172@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006233AbVxYz
206173,lead206173@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006234AbVxYz
206174,lead206174@example.com,2025-12-23,Lead,,Email Marketing,hubspot / email,
206175,lead206175@example.com,2025-12-23,Lead,,Direct Traffic,(direct) / (none),
206176,lead206176@example.com,2025-12-23,Lead,,Social Media,instagram / social,
206177,lead206177@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006235AbVxYz
206178,lead206178@example.com,2025-12-23,Lead,,Direct Traffic,(direct) / (none),
206179,lead206179@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006236AbVxYz
206180,lead206180@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006237AbVxYz
206181,lead206181@example.com,2025-12-23,Lead,,Social Media,instagram / social,
206182,lead206182@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006238AbVxYz
206183,lead206183@example.com,2025-12-23,Lead,,Email Marketing,hubspot / email,
206184,lead206184@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006239AbVxYz
206185,lead206185@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006240AbVxYz
206186,lead206186@example.com,2025-12-23,Lead,,Direct Traffic,(direct) / (none),
206187,lead206187@example.com,2025-12-23,Lead,,Email Marketing,hubspot / email,
206188,lead206188@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006241AbVxYz
206189,lead206189@example.com,2025-12-23,Lead,,Organic Search,google / organic,
206190,lead206190@example.com,2025-12-23,Lead,,Direct Traffic,(direct) / (none),
206191,lead206191@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006242AbVxYz
206192,lead206192@example.com,2025-12-23,Customer,2025-12-29,Organic Search,google / organic,
206193,lead206193@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006243AbVxYz
206194,lead206194@example.com,2025-12-23,Lead,,Direct Traffic,(direct) / (none),
206195,lead206195@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006244AbVxYz
206196,lead206196@example.com,2025-12-23,Lead,,Organic Search,google / organic,
206197,lead206197@example.com,2025-12-23,Lead,,Email Marketing,hubspot / email,
206198,lead206198@example.com,2025-12-23,Lead,,Social Media,instagram / social,
206199,lead206199@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006245AbVxYz
206200,lead206200@example.com,2025-12-23,Lead,,Direct Traffic,(direct) / (none),
206201,lead206201@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006246AbVxYz
206202,lead206202@example.com,2025-12-23,Lead,,Social Media,instagram / social,
206203,lead206203@example.com,2025-12-23,Lead,,Direct Traffic,(direct) / (none),
206204,lead206204@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006247AbVxYz
206205,lead206205@example.com,2025-12-23,Lead,,Organic Search,google / organic,
206206,lead206206@example.com,2025-12-23,Lead,,Organic Search,google / organic,
206207,lead206207@example.com,2025-12-23,Lead,,Social Media,instagram / social,
206208,lead206208@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006248AbVxYz
206209,lead206209@example.com,2025-12-23,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006249AbVxYz
206406,lead206406@example.com,2025-12-24,Customer,2025-12-31,Direct Traffic,(direct) / (none),
206407,lead206407@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006503AbVxYz
206408,lead206408@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006504AbVxYz
206409,lead206409@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206410,lead206410@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006505AbVxYz
206411,lead206411@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006506AbVxYz
206412,lead206412@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006507AbVxYz
206413,lead206413@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006508AbVxYz
206414,lead206414@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206415,lead206415@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006509AbVxYz
206416,lead206416@example.com,2025-12-24,Lead,,Organic Search,google / organic,
206417,lead206417@example.com,2025-12-24,Lead,,Organic Search,google / organic,
206418,lead206418@example.com,2025-12-24,Lead,,Email Marketing,hubspot / email,
206419,lead206419@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206420,lead206420@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006510AbVxYz
206421,lead206421@example.com,2025-12-24,Lead,,Direct Traffic,(direct) / (none),
206422,lead206422@example.com,2025-12-24,Lead,,Email Marketing,hubspot / email,
206423,lead206423@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006511AbVxYz
206424,lead206424@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006512AbVxYz
206425,lead206425@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206426,lead206426@example.com,2025-12-24,Lead,,Organic Search,google / organic,
206427,lead206427@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006513AbVxYz
206428,lead206428@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006514AbVxYz
206429,lead206429@example.com,2025-12-24,Lead,,Email Marketing,hubspot / email,
206430,lead206430@example.com,2025-12-24,Lead,,Organic Search,google / organic,
206431,lead206431@example.com,2025-12-24,Lead,,Organic Search,google / organic,
206432,lead206432@example.com,2025-12-24,Lead,,Email Marketing,hubspot / email,
206433,lead206433@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206434,lead206434@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006515AbVxYz
206435,lead206435@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206436,lead206436@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006516AbVxYz
206437,lead206437@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206438,lead206438@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206439,lead206439@example.com,2025-12-24,Lead,,Direct Traffic,(direct) / (none),
206440,lead206440@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006517AbVxYz
206441,lead206441@example.com,2025-12-24,Lead,,Email Marketing,hubspot / email,
206442,lead206442@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206443,lead206443@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006518AbVxYz
206444,lead206444@example.com,2025-12-24,Lead,,Direct Traffic,(direct) / (none),
206445,lead206445@example.com,2025-12-24,Customer,2026-01-02,Email Marketing,hubspot / email,
206446,lead206446@example.com,2025-12-24,Lead,,Organic Search,google / organic,
206447,lead206447@example.com,2025-12-24,Lead,,Direct Traffic,(direct) / (none),
206448,lead206448@example.com,2025-12-24,Lead,,Direct Traffic,(direct) / (none),
206449,lead206449@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206450,lead206450@example.com,2025-12-24,Lead,,Organic Search,google / organic,
206451,lead206451@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006519AbVxYz
206452,lead206452@example.com,2025-12-24,Customer,2025-12-29,Paid Search,google / cpc,Cj0KCQ42x00006520AbVxYz
206453,lead206453@example.com,2025-12-24,Lead,,Direct Traffic,(direct) / (none),
206454,lead206454@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206455,lead206455@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006521AbVxYz
206456,lead206456@example.com,2025-12-24,Lead,,Direct Traffic,(direct) / (none),
206457,lead206457@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206458,lead206458@example.com,2025-12-24,Customer,2025-12-25,Social Media,instagram / social,
206459,lead206459@example.com,2025-12-24,Lead,,Organic Search,google / organic,
206460,lead206460@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206461,lead206461@example.com,2025-12-24,Lead,,Organic Search,google / organic,
206462,lead206462@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206463,lead206463@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206464,lead206464@example.com,2025-12-24,Lead,,Email Marketing,hubspot / email,
206465,lead206465@example.com,2025-12-24,Customer,2026-01-05,Direct Traffic,(direct) / (none),
206466,lead206466@example.com,2025-12-24,Lead,,Organic Search,google / organic,
206467,lead206467@example.com,2025-12-24,Lead,,Organic Search,google / organic,
206468,lead206468@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006522AbVxYz
206469,lead206469@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006523AbVxYz
206470,lead206470@example.com,2025-12-24,Lead,,Email Marketing,hubspot / email,
206471,lead206471@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006524AbVxYz
206472,lead206472@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206473,lead206473@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006525AbVxYz
206474,lead206474@example.com,2025-12-24,Lead,,Email Marketing,hubspot / email,
206475,lead206475@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206476,lead206476@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006526AbVxYz
206477,lead206477@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006527AbVxYz
206478,lead206478@example.com,2025-12-24,Lead,,Organic Search,google / organic,
206479,lead206479@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006528AbVxYz
206480,lead206480@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006529AbVxYz
206481,lead206481@example.com,2025-12-24,Lead,,Email Marketing,hubspot / email,
206482,lead206482@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006530AbVxYz
206483,lead206483@example.com,2025-12-24,Lead,,Social Media,instagram / social,
206484,lead206484@example.com,2025-12-24,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006531AbVxYz
206485,lead206485@example.com,2025-12-24,Lead,,Direct Traffic,(direct) / (none),
206665,lead206665@example.com,2025-12-25,Lead,,Direct Traffic,(direct) / (none),
206666,lead206666@example.com,2025-12-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006762AbVxYz
206667,lead206667@example.com,2025-12-25,Lead,,Organic Search,google / organic,
206668,lead206668@example.com,2025-12-25,Lead,,Direct Traffic,(direct) / (none),
206669,lead206669@example.com,2025-12-25,Lead,,Email Marketing,hubspot / email,
206670,lead206670@example.com,2025-12-25,Lead,,Email Marketing,hubspot / email,
206671,lead206671@example.com,2025-12-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006763AbVxYz
206672,lead206672@example.com,2025-12-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006764AbVxYz
206673,lead206673@example.com,2025-12-25,Lead,,Organic Search,google / organic,
206674,lead206674@example.com,2025-12-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006765AbVxYz
206675,lead206675@example.com,2025-12-25,Lead,,Social Media,instagram / social,
206676,lead206676@example.com,2025-12-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006766AbVxYz
206677,lead206677@example.com,2025-12-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006767AbVxYz
206678,lead206678@example.com,2025-12-25,Lead,,Organic Search,google / organic,
206679,lead206679@example.com,2025-12-25,Lead,,Social Media,instagram / social,
206680,lead206680@example.com,2025-12-25,Lead,,Email Marketing,hubspot / email,
206681,lead206681@example.com,2025-12-25,Lead,,Organic Search,google / organic,
206682,lead206682@example.com,2025-12-25,Lead,,Direct Traffic,(direct) / (none),
206683,lead206683@example.com,2025-12-25,Lead,,Organic Search,google / organic,
206684,lead206684@example.com,2025-12-25,Lead,,Direct Traffic,(direct) / (none),
206685,lead206685@example.com,2025-12-25,Lead,,Social Media,instagram / social,
206686,lead206686@example.com,2025-12-25,Lead,,Social Media,instagram / social,
206687,lead206687@example.com,2025-12-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006768AbVxYz
206688,lead206688@example.com,2025-12-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006769AbVxYz
206689,lead206689@example.com,2025-12-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00006770AbVxYz
